601756,1,,,,,0.5783138275146484
601756,2,,,,,0.6332225799560547
601756,3,2,1,0,0,1.6848630905151367
601756,4,1,0,0,0,2.0522210597991943
601756,5,5,2,0,0,2.5536670684814453
601756,6,,,,,0.4369852542877197
601756,7,1,1,0,0,1.9533538818359375
601756,8,2,1,0,0,2.0403459072113037
601756,9,4,2,0,0,1.9236652851104736
601756,10,7,1,0,0,1.994314432144165
601756,11,2,1,0,0,2.21517276763916
601756,12,,,,,0.7181966304779053
601756,13,3,1,0,0,2.1860880851745605
601756,14,2,1,0,0,1.7787353992462158
601756,15,,,,,0.787264347076416
601756,16,4,0,0,0,2.1095011234283447
601756,17,,,,,0.5428333282470703
601756,18,3,1,0,0,2.0834662914276123
601756,19,2,1,0,0,2.1231441497802734
601756,20,4,1,0,0,2.000518321990967
601756,21,2,1,0,0,2.675194263458252
601756,22,5,1,0,0,2.553147792816162
601756,23,,,,,0.7710835933685303
601756,24,4,1,0,0,2.5052390098571777
601756,25,2,1,0,0,2.1409895420074463
601756,26,,,,,0.7459506988525391
601756,27,3,1,0,0,2.3191728591918945
601756,28,4,1,0,0,1.874314785003662
601756,29,34,13,3,0,3.409193277359009
601756,30,3,1,0,0,1.7737910747528076
601756,31,2,1,0,0,2.277833938598633
601756,32,2,1,0,0,2.2066447734832764
601756,33,,,,,0.7045176029205322
601756,34,4,1,0,0,1.7895183563232422
601756,35,,,,,0.7868442535400391
601756,36,3,1,0,0,2.511892557144165
601756,37,107,7,9,0,2.873018264770508
601756,38,,,,,0.22516536712646484
601756,39,4,1,0,0,2.3743417263031006
601756,40,9,1,0,0,2.6409637928009033
601756,41,3,1,0,0,1.745997667312622
601756,42,2,1,0,0,2.2199900150299072
601756,43,3,1,0,0,1.9230129718780518
601756,44,1,0,0,0,1.51094388961792
601756,45,,,,,0.6978390216827393
601756,46,,,,,0.4049394130706787
601756,47,1,0,0,0,2.0449862480163574
601756,48,0,0,1,0,2.5685088634490967
601756,49,5,1,0,0,2.4730384349823
601756,50,5,1,0,0,2.3429512977600098
601756,51,2,0,0,0,1.8103511333465576
601756,52,10,0,0,0,2.2676188945770264
601756,53,,,,,0.2739412784576416
601756,54,3,1,0,0,2.336538553237915
601756,55,2,1,0,0,1.7576594352722168
601756,56,,,,,0.7139806747436523
601756,57,4,1,0,0,1.4885468482971191
601756,58,330,2,0,0,2.384000301361084
601756,59,49,0,0,0,2.808871030807495
601756,60,5,1,0,0,2.0288403034210205
601756,61,1,0,0,0,2.2823030948638916
601756,62,4,1,0,0,2.679577112197876
601756,63,,,,,0.3389263153076172
601756,64,3,2,0,0,2.039048671722412
601756,65,,,,,0.6311643123626709
601756,66,7,4,0,0,2.5460026264190674
601756,67,6,2,0,0,3.9502010345458984
601756,68,2,1,0,0,2.3258886337280273
601756,69,4,1,0,0,3.3542447090148926
601756,70,6,1,0,0,2.563248872756958
601756,71,2,1,0,0,2.2252261638641357
601756,72,,,,,0.7466676235198975
601756,73,,,,,0.7182300090789795
601756,74,,,,,0.3224780559539795
601756,75,9,2,0,0,1.93406081199646
601756,76,6,2,0,0,2.8083529472351074
601756,77,14,0,0,0,2.212947368621826
601756,78,3,1,0,0,2.2055001258850098
601756,79,11,2,0,0,2.616617202758789
601756,80,,,,,1.2061989307403564
601756,81,,,,,0.9089019298553467
601756,82,2,0,0,0,2.359999895095825
601756,83,4,1,0,0,3.0346322059631348
601756,84,,,,,0.8092927932739258
601756,85,7,2,0,0,3.3218863010406494
601756,86,3,1,0,0,1.9517946243286133
601756,87,0,0,1,0,1.413978099822998
601756,88,1,0,1,0,2.1069867610931396
601756,89,2,1,0,0,1.6674530506134033
601756,90,10,3,0,0,2.45638108253479
601756,91,4,1,0,0,2.6635305881500244
601756,92,,,,,0.7920520305633545
601756,93,2,1,0,0,1.2784569263458252
601756,94,,,,,0.6815359592437744
601756,95,,,,,0.701056957244873
601756,96,,,,,0.2693202495574951
601756,97,0,0,1,0,1.733215093612671
601756,98,3,2,0,0,1.8386199474334717
601756,99,,,,,0.2054309844970703
601756,100,1,0,0,0,1.6848227977752686
601756,101,1,0,0,0,1.6878948211669922
601756,102,,,,,0.5810391902923584
601756,103,5,1,0,0,2.0589096546173096
601756,104,3,1,0,0,2.48112154006958
601756,105,,,,,0.7552056312561035
601756,106,,,,,0.7139966487884521
601756,107,4,1,0,0,1.8786380290985107
601756,108,1,0,1,0,1.9121878147125244
601756,109,,,,,0.3941478729248047
601756,110,3,0,0,0,2.258624792098999
601756,111,5,2,0,0,2.602804660797119
601756,112,,,,,0.4390745162963867
601756,113,31,0,0,0,2.076267719268799
601756,114,6,1,0,0,2.276358127593994
601756,115,2,0,0,0,1.8851709365844727
601756,116,3,1,0,0,1.7020959854125977
601756,117,,,,,0.6065330505371094
601756,118,1,0,1,0,1.9154248237609863
601756,119,,,,,0.6009340286254883
601756,120,3,1,0,0,1.8465518951416016
601756,121,2,1,0,0,1.793149471282959
601756,122,3,1,0,0,2.469855785369873
601756,123,2,1,0,0,2.1155853271484375
601756,124,2,1,0,0,1.867685079574585
601756,125,2,1,0,0,2.584998369216919
601756,126,,,,,0.7149674892425537
601756,127,3,1,0,0,1.4535722732543945
601756,128,6,1,0,0,2.1056056022644043
601756,129,2,1,0,0,2.378000497817993
601756,130,,,,,0.30455756187438965
601756,131,,,,,0.5687403678894043
601756,132,1,0,0,0,2.6423168182373047
601756,133,6,2,0,0,2.379887580871582
601756,134,1,0,0,0,2.4245548248291016
601756,135,3,1,0,0,1.7546677589416504
601756,136,,,,,0.6291589736938477
601756,137,4,1,0,0,2.3465301990509033
601756,138,,,,,0.5807368755340576
601756,139,,,,,0.20110392570495605
601756,140,,,,,0.19257569313049316
601756,141,,,,,0.22108101844787598
601756,142,,,,,0.2761423587799072
601756,143,,,,,0.6830103397369385
601756,144,,,,,0.18941545486450195
601756,145,4,1,0,0,1.7650704383850098
601756,146,,,,,0.19589495658874512
601756,147,,,,,1.0469496250152588
601756,148,,,,,0.7032239437103271
601756,149,3,1,0,0,1.9308457374572754
601756,150,18,3,0,0,1.6642239093780518
601756,151,,,,,0.2574315071105957
601756,152,,,,,0.752605676651001
601756,153,,,,,0.5761308670043945
601756,154,5,1,0,0,1.4203267097473145
601756,155,,,,,1.7780089378356934
601756,156,2,1,0,0,1.822925090789795
601756,157,,,,,1.276247501373291
601756,158,,,,,0.3883068561553955
601756,159,,,,,0.3926055431365967
601756,160,,,,,0.90948486328125
601756,161,,,,,0.8208868503570557
601756,162,,,,,0.38310813903808594
601756,163,,,,,0.8451642990112305
601756,164,,,,,0.38092803955078125
601756,165,1,0,0,0,2.020960807800293
601756,166,,,,,0.6868176460266113
601756,167,,,,,0.6165304183959961
601756,168,,,,,1.7362053394317627
601756,169,,,,,0.36580467224121094
601756,170,5,2,0,0,1.5912432670593262
601756,171,,,,,1.1462740898132324
601756,172,,,,,0.31040143966674805
601756,173,,,,,0.35868382453918457
601756,174,,,,,0.512035608291626
601756,175,,,,,0.5865674018859863
601756,176,5,1,0,0,3.5069921016693115
601756,177,,,,,0.7276265621185303
601756,178,,,,,0.7340981960296631
601756,179,2,1,0,0,2.0010154247283936
601756,180,,,,,1.0703508853912354
601756,181,,,,,1.3451690673828125
601756,182,3,1,0,0,1.6711015701293945
601756,183,,,,,0.47855591773986816
601756,184,5,0,0,0,1.5941126346588135
601756,185,2,1,0,0,1.647686243057251
601756,186,,,,,1.4321835041046143
601756,187,,,,,0.6460714340209961
601756,188,,,,,0.22872018814086914
601756,189,,,,,0.23861074447631836
601756,190,,,,,0.7185583114624023
601756,191,,,,,1.0431640148162842
601756,192,,,,,0.3055136203765869
601756,193,,,,,0.7417361736297607
601756,194,,,,,0.33489274978637695
601756,195,6,1,0,0,1.7566859722137451
601756,196,,,,,0.8878657817840576
601756,197,2,1,0,0,2.1661224365234375
601756,198,31,1,0,0,1.8112165927886963
601756,199,,,,,0.7192482948303223
601756,200,,,,,0.2968251705169678
601756,201,,,,,0.7094871997833252
601756,202,,,,,0.3597683906555176
601756,203,,,,,0.8189949989318848
601756,204,,,,,0.8026859760284424
601756,205,,,,,0.6857874393463135
601756,206,,,,,0.679699182510376
601756,207,6,1,0,0,2.570511817932129
601756,208,2,1,0,0,2.6224658489227295
601756,209,,,,,0.7145216464996338
601756,210,,,,,0.2634308338165283
601756,211,,,,,0.18833208084106445
601756,212,,,,,0.2092444896697998
601756,213,,,,,0.20910978317260742
601756,214,,,,,0.1917252540588379
601756,215,,,,,0.7681605815887451
601756,216,,,,,0.19181585311889648
601756,217,3,1,0,0,2.695122003555298
601756,218,,,,,0.30808234214782715
601756,219,,,,,0.708179235458374
601756,220,8,2,0,0,1.7010924816131592
601756,221,,,,,0.19550776481628418
601756,222,2,1,0,0,1.3599212169647217
601756,223,2,1,0,0,1.756516456604004
601756,224,4,1,0,0,2.080556869506836
601756,225,,,,,0.2793424129486084
601756,226,3,1,0,0,2.677448272705078
601756,227,3,1,0,0,2.5619359016418457
601756,228,2,1,0,0,1.928598165512085
601756,229,3,1,0,0,2.434481620788574
601756,230,2,1,0,0,2.708601951599121
601756,231,,,,,0.7147743701934814
601756,232,,,,,0.7525830268859863
601756,233,4,1,0,0,2.7134227752685547
601756,234,3,1,0,0,1.3725776672363281
601756,235,,,,,0.19246172904968262
601756,236,,,,,0.19658708572387695
601756,237,,,,,0.19242453575134277
601756,238,3,2,0,0,2.3224093914031982
601756,239,,,,,0.8796844482421875
601756,240,,,,,0.1878798007965088
601756,241,1,1,0,0,1.7245738506317139
601756,242,3,1,0,0,1.8159286975860596
601756,243,,,,,0.21519231796264648
601756,244,,,,,0.19050884246826172
601756,245,,,,,0.687516450881958
601756,246,4,1,0,0,2.1157655715942383
601756,247,,,,,0.20013165473937988
601756,248,,,,,0.679912805557251
601756,249,,,,,0.8216578960418701
601756,250,,,,,0.1933751106262207
601756,251,2,1,0,0,2.491718292236328
601756,252,,,,,0.5988073348999023
601756,253,3,1,0,0,2.105858325958252
601756,254,,,,,0.36623620986938477
601756,255,,,,,0.20343232154846191
601756,256,,,,,0.713787317276001
601756,257,,,,,0.9654486179351807
601756,258,5,2,0,0,2.0736491680145264
601756,259,3,1,0,0,2.755918502807617
601756,260,5,1,0,0,1.8172030448913574
601756,261,,,,,0.8585286140441895
601756,262,,,,,0.942265510559082
601756,263,3,2,0,0,1.8906919956207275
601756,264,,,,,0.580651044845581
601756,265,,,,,0.8859062194824219
601756,266,11,4,0,0,2.842438220977783
601756,267,,,,,0.5836796760559082
601756,268,,,,,0.5723679065704346
601756,269,,,,,1.7014892101287842
601756,270,,,,,0.32575440406799316
601756,271,,,,,0.5913798809051514
601756,272,,,,,0.6033890247344971
601756,273,3,0,0,0,1.4331603050231934
601756,274,6,3,0,0,1.8899977207183838
601756,275,,,,,0.30959343910217285
601756,276,3,1,0,0,2.6953067779541016
601756,277,5,1,0,0,2.404066801071167
601756,278,,,,,0.23981142044067383
601756,279,,,,,0.2948005199432373
601756,280,5,1,0,0,1.9018499851226807
601756,281,,,,,0.7218620777130127
601756,282,,,,,0.40569424629211426
601756,283,,,,,1.0825014114379883
601756,284,,,,,0.729381799697876
601756,285,9,2,0,0,1.7054038047790527
601756,286,,,,,0.19939851760864258
601756,287,3,1,0,0,1.944826602935791
601756,288,,,,,0.19606351852416992
601756,289,,,,,0.23649954795837402
601756,290,,,,,0.7297773361206055
601756,291,,,,,1.1019692420959473
601756,292,,,,,0.2710907459259033
601756,293,,,,,0.31881189346313477
601756,294,,,,,0.8219377994537354
601756,295,2,1,0,0,2.268702268600464
601756,296,,,,,0.5706048011779785
601756,297,,,,,0.3471708297729492
601756,298,,,,,0.7293803691864014
601756,299,5,1,0,0,1.8385651111602783
601756,300,3,0,0,0,2.356316089630127
601756,301,3,2,0,0,7.517717123031616
601756,302,4,2,0,0,1.69407057762146
601756,303,3,1,0,0,2.24436616897583
601756,304,6,2,0,0,1.969074010848999
601756,305,,,,,0.9182183742523193
601756,306,23,0,1,0,2.268207311630249
601756,307,4,2,0,0,2.181476593017578
601756,308,,,,,0.6441733837127686
601756,309,,,,,1.3609890937805176
