600423,1,,,,,1.0524342060089111
600423,2,,,,,1.257089376449585
600423,3,5,1,0,0,2.989102840423584
600423,4,4,1,0,0,1.6225533485412598
600423,5,2,1,0,0,1.6102163791656494
600423,6,3,1,0,0,1.734574794769287
600423,7,7,0,0,0,1.8783409595489502
600423,8,,,,,0.18114447593688965
600423,9,3,0,0,0,1.7174758911132812
600423,10,5,0,0,0,1.7172126770019531
600423,11,,,,,0.19327020645141602
600423,12,8,1,0,0,1.2503929138183594
600423,13,80,0,0,0,1.7375142574310303
600423,14,,,,,0.17298507690429688
600423,15,,,,,0.17710208892822266
600423,16,,,,,0.1754448413848877
600423,17,,,,,0.18647980690002441
600423,18,95,3,0,0,1.3709301948547363
600423,19,3,1,0,0,1.2908835411071777
600423,20,,,,,0.17508149147033691
600423,21,,,,,0.17369818687438965
600423,22,14,1,0,0,1.9217033386230469
600423,23,6,1,0,0,1.5454223155975342
600423,24,19,1,0,0,1.6607098579406738
600423,25,20,1,0,0,1.8507769107818604
600423,26,6,3,0,0,1.7611618041992188
600423,27,23,1,0,0,1.8496415615081787
600423,28,5,0,0,0,1.733870029449463
600423,29,24,1,0,0,1.5971760749816895
600423,30,14,0,0,0,1.3519093990325928
600423,31,,,,,0.1739201545715332
600423,32,3,1,0,0,1.6791236400604248
600423,33,2,1,0,0,1.6396844387054443
600423,34,,,,,0.17850852012634277
600423,35,12,0,0,0,1.7410085201263428
600423,36,20,2,0,0,1.6047728061676025
600423,37,2,1,0,0,1.8807034492492676
600423,38,14,1,0,0,1.70304274559021
600423,39,4,1,0,0,1.3099710941314697
600423,40,,,,,0.20584511756896973
600423,41,10,1,0,0,1.9879319667816162
600423,42,,,,,0.18840289115905762
600423,43,13,2,0,0,1.457401990890503
600423,44,1,0,0,0,1.2902984619140625
600423,45,2,1,0,0,1.8667750358581543
600423,46,2,1,0,0,1.4674031734466553
600423,47,7,0,0,0,1.6623592376708984
600423,48,,,,,0.19243621826171875
600423,49,12,0,0,0,2.112687110900879
600423,50,,,,,0.17691373825073242
600423,51,,,,,0.19889545440673828
600423,52,2,1,0,0,1.9699535369873047
600423,53,12,1,0,0,1.4553329944610596
600423,54,,,,,0.18941807746887207
600423,55,,,,,0.18765473365783691
600423,56,,,,,0.17278313636779785
600423,57,10,2,0,0,2.231510639190674
600423,58,,,,,0.17747235298156738
600423,59,,,,,0.16245269775390625
600423,60,3,1,0,0,1.6846725940704346
600423,61,2,1,0,0,1.4135007858276367
600423,62,81,0,0,0,2.115748167037964
600423,63,,,,,0.1779778003692627
600423,64,6,1,0,0,1.433927297592163
600423,65,19,0,0,0,1.6473121643066406
600423,66,23,1,0,0,2.086306095123291
600423,67,22,1,0,0,1.6220965385437012
600423,68,,,,,0.1814131736755371
600423,69,,,,,0.18068861961364746
600423,70,73,0,0,0,2.175389289855957
600423,71,,,,,0.18309950828552246
600423,72,8,1,0,0,2.1074392795562744
600423,73,17,1,0,0,2.016509532928467
600423,74,,,,,0.1779804229736328
600423,75,5,1,0,0,1.3765342235565186
600423,76,3,1,0,0,1.6219372749328613
600423,77,22,1,0,0,1.9997422695159912
600423,78,10,0,0,0,1.701812982559204
600423,79,,,,,0.18203973770141602
600423,80,,,,,0.1964561939239502
600423,81,23,1,0,0,1.8454663753509521
600423,82,12,0,0,0,1.7149624824523926
600423,83,6,1,0,0,1.612539529800415
600423,84,10,0,0,0,2.0424015522003174
600423,85,35,0,0,0,1.8536150455474854
600423,86,,,,,0.17434382438659668
600423,87,,,,,0.18732547760009766
600423,88,,,,,0.17334222793579102
600423,89,1,0,0,0,1.3778629302978516
600423,90,,,,,0.1824970245361328
