796077,1,,,,
796077,2,,,,
796077,3,,,,
796077,4,,,,
796077,5,,,,
796077,6,,,,
796077,7,,,,
796077,8,80,0,0,0
796077,9,,,,
796077,10,,,,
796077,11,,,,
796077,12,,,,
796077,13,,,,
796077,14,,,,
796077,15,7,0,0,0
796077,16,,,,
796077,17,,,,
796077,18,,,,
796077,19,,,,
796077,20,,,,
796077,21,,,,
796077,22,,,,
796077,23,,,,
796077,24,,,,
796077,25,,,,
796077,26,,,,
796077,27,,,,
796077,28,,,,
796077,29,,,,
796077,30,,,,
796077,31,,,,
796077,32,,,,
796077,33,,,,
796077,34,,,,
796077,35,,,,
796077,36,,,,
796077,37,,,,
796077,38,,,,
796077,39,,,,
796077,40,,,,
796077,41,,,,
796077,42,,,,
796077,43,,,,
796077,44,,,,
796077,45,,,,
796077,46,,,,
796077,47,,,,
796077,48,,,,
796077,49,,,,
796077,50,,,,
796077,51,,,,
796077,52,,,,
796077,53,,,,
796077,54,,,,
796077,55,,,,
796077,56,,,,
796077,57,,,,
796077,58,,,,
796077,59,,,,
796077,60,,,,
796077,61,,,,
796077,62,,,,
796077,63,,,,
796077,64,,,,
796077,65,,,,
796077,66,,,,
796077,67,,,,
796077,68,,,,
796077,69,,,,
796077,70,,,,
796077,71,,,,
796077,72,,,,
796077,73,,,,
796077,74,,,,
796077,75,,,,
796077,76,,,,
796077,77,,,,
796077,78,,,,
796077,79,,,,
796077,80,,,,
796077,81,,,,
796077,82,1,1,0,0
796077,83,,,,
796077,84,,,,
796077,85,,,,
796077,86,,,,
796077,87,,,,
796077,88,,,,
796077,89,,,,
796077,90,,,,
796077,91,,,,
796077,92,,,,
796077,93,,,,
796077,94,,,,
796077,95,,,,
796077,96,,,,
796077,97,,,,
796077,98,,,,
796077,99,,,,
796077,100,,,,
796077,101,,,,
796077,102,,,,
796077,103,,,,
796077,104,,,,
796077,105,,,,
796077,106,,,,
796077,107,,,,
796077,108,,,,
796077,109,,,,
796077,110,,,,
796077,111,,,,
796077,112,,,,
796077,113,,,,
796077,114,,,,
796077,115,,,,
796077,116,,,,
796077,117,,,,
796077,118,,,,
796077,119,,,,
796077,120,,,,
796077,121,,,,
796077,122,,,,
796077,123,,,,
796077,124,,,,
796077,125,,,,
796077,126,,,,
796077,127,,,,
796077,128,,,,
796077,129,,,,
796077,130,,,,
796077,131,,,,
796077,132,,,,
796077,133,,,,
796077,134,,,,
796077,135,,,,
796077,136,,,,
796077,137,,,,
796077,138,,,,
796077,139,,,,
796077,140,,,,
796077,141,,,,
796077,142,,,,
796077,143,,,,
796077,144,,,,
796077,145,,,,
796077,146,,,,
796077,147,,,,
796077,148,,,,
796077,149,,,,
796077,150,,,,
796077,151,,,,
796077,152,,,,
796077,153,4,1,0,0
796077,154,,,,
796077,155,,,,
796077,156,,,,
796077,157,,,,
796077,158,,,,
796077,159,,,,
796077,160,,,,
796077,161,,,,
796077,162,,,,
796077,163,,,,
796077,164,,,,
796077,165,,,,
796077,166,,,,
796077,167,,,,
796077,168,,,,
796077,169,,,,
796077,170,,,,
796077,171,1,1,0,0
796077,172,,,,
796077,173,,,,
796077,174,,,,
796077,175,,,,
796077,176,,,,
796077,177,,,,
796077,178,,,,
796077,179,,,,
796077,180,,,,
796077,181,,,,
796077,182,,,,
796077,183,,,,
796077,184,,,,
796077,185,,,,
796077,186,,,,
796077,187,,,,
796077,188,,,,
796077,189,,,,
796077,190,,,,
796077,191,,,,
796077,192,,,,
796077,193,,,,
796077,194,,,,
796077,195,,,,
796077,196,,,,
796077,197,,,,
796077,198,,,,
796077,199,,,,
796077,200,,,,
796077,201,,,,
796077,202,,,,
796077,203,,,,
796077,204,,,,
796077,205,,,,
796077,206,,,,
796077,207,,,,
796077,208,,,,
796077,209,,,,
796077,210,,,,
796077,211,7,1,0,0
796077,212,,,,
796077,213,,,,
796077,214,,,,
796077,215,,,,
796077,216,,,,
796077,217,,,,
796077,218,,,,
796077,219,,,,
796077,220,,,,
796077,221,,,,
796077,222,,,,
796077,223,,,,
796077,224,,,,
796077,225,,,,
796077,226,,,,
796077,227,,,,
796077,228,,,,
796077,229,,,,
796077,230,,,,
796077,231,2,1,0,0
796077,232,,,,
796077,233,,,,
796077,234,,,,
796077,235,,,,
796077,236,,,,
796077,237,,,,
796077,238,6,1,0,0
796077,239,,,,
796077,240,,,,
796077,241,,,,
796077,242,,,,
796077,243,,,,
796077,244,,,,
796077,245,,,,
796077,246,,,,
796077,247,,,,
796077,248,,,,
796077,249,,,,
796077,250,,,,
796077,251,,,,
796077,252,,,,
796077,253,,,,
796077,254,,,,
796077,255,,,,
796077,256,,,,
796077,257,,,,
796077,258,,,,
796077,259,,,,
796077,260,,,,
796077,261,,,,
796077,262,,,,
796077,263,,,,
796077,264,,,,
796077,265,,,,
796077,266,,,,
796077,267,,,,
796077,268,,,,
796077,269,,,,
796077,270,,,,
796077,271,,,,
796077,272,,,,
796077,273,,,,
796077,274,,,,
796077,275,,,,
796077,276,,,,
796077,277,,,,
796077,278,,,,
796077,279,,,,
796077,280,,,,
796077,281,,,,
